Price,Volume,Side
86748.485340,0.000000,offer
86777.866460,0.000000,offer
86780.950280,0.379063,offer
86839.822300,0.639840,offer
86840.241460,0.000000,offer
86841.009920,0.397621,offer
86841.419100,0.000000,offer
86733.535300,0.047787,bid
86732.816740,0.000000,bid
86732.806760,0.000000,bid
86729.583220,0.003453,bid
86729.573240,0.028768,bid
86723.505400,0.010507,bid
86722.836740,0.000000,bid
86711.210040,1.150947,bid
86171.481660,0.050000,bid
86170.314000,0.000000,bid
86746.219880,0.050000,offer
86746.229860,0.103543,offer
86746.239840,0.172572,offer
86750.541220,0.080000,offer
86787.886380,0.036030,offer
86794.093940,0.280535,offer
86797.497120,0.000000,offer
86699.932640,0.000000,bid
86688.026500,0.000000,bid
86682.327920,0.000000,bid
86678.844900,0.363351,bid
86748.445420,0.079645,offer
86753.455380,0.148415,offer
86759.642980,0.114814,offer
86759.832600,0.000000,offer
86763.814620,0.147647,offer
86777.457280,0.379079,offer
86780.950280,0.000000,offer
86839.812320,0.639840,offer
86839.822300,0.000000,offer
86733.535300,0.112674,bid
86732.816740,0.003453,bid
86732.806760,0.118100,bid
86729.583220,0.000000,bid
86729.573240,0.000000,bid
86729.523340,0.058082,bid
86728.485420,0.028768,bid
86727.487420,0.000000,bid
86726.090220,0.115075,bid
86720.371680,0.575413,bid
86714.034380,1.150909,bid
83526.582060,0.015533,bid
82296.087980,0.021829,bid
86746.209900,0.001903,offer
86751.419460,0.000000,offer
86752.457380,0.563487,offer
86752.647000,0.575199,offer
86753.455380,0.000000,offer
86757.058160,0.000000,offer
86759.642980,0.114814,offer
86840.999940,0.397621,offer
86841.009920,0.000000,offer
86733.535300,0.047787,bid
86732.816740,0.000000,bid
86732.806760,0.000000,bid
86729.533320,0.003453,bid
86723.495420,0.000000,bid
86657.687300,0.000000,bid
86656.020640,7.580000,bid
86741.489360,0.051385,bid
86733.605160,0.000119,bid
86733.535300,0.112674,bid
86732.816740,0.003453,bid
86732.806760,0.118100,bid
86729.782820,0.028768,bid
86729.533320,0.000000,bid
86729.523340,0.119865,bid
86728.485420,0.000000,bid
86728.076240,0.115072,bid
86723.505400,0.000000,bid
86722.836740,0.010507,bid
86682.477620,0.817647,bid
86681.818940,0.000000,bid
86681.808960,0.000000,bid
86680.112360,0.530488,bid
86679.433720,0.000000,bid
86678.864860,0.363351,bid
86678.844900,0.000000,bid
86647.467780,1.217792,bid
86646.759200,0.000000,bid
